Numero esterno;Abbreviazione;Denominazione;Coordinata x;Coordinata y;Coordinate-Z;Pensilina autobus;Fermata di salita;Fermata di discesa;Accessibile ai disabili;Punto di cambio;Cambio direzione obbligatorio;Non controllato;Ambito d'esercizio;Gruppo tipol. veicolo;Comune;Codice del comune;Proprietario;Via;Numero civico;Tipologia fermate;Abbreviazione area di fermata;Denominazione area di fermata;Abbreviazione punto di prevendita;Denominazione punto di prevendita;Testo punti di prevendita;Abbreviazione informazioni aggiuntive;Denominazione informazioni aggiuntive;Abbreviazione area tariffaria;Denominazione area tariffaria;Codice tariffario;Tipo Pensilina;Piazzola;Di Servizio;Tipo Palina;fTariffario;fOrario
2007;2007;Steurerweg - Steurerweg;1675018,14;5153067,18;;;X;X;;;;X;BUS;S;Terlano - Terlan;39021097;;;;;STEUER;(Terlano) Steurerweg - (Terlan) Steurerweg;;;;;;1;Tutto;1;;;;;;
2008;2008;Stroblwiese 2 - Stroblwiese 2;1684837,06;5150590,7;;;X;X;;;;X;BUS;S;Cornedo all`Isarco - Karneid;39021023;;;;;STROB2;(Cornedo) Stroblwiese 2 - (Karneid) Stroblwiese 2;;;;;;1;Tutto;1;;;;;;
2039;2039;Monte S.Benedetto Seggiovia - Segenbuehl Sessellift;1665576,36;5171508,1;;;X;X;;;;X;BUS;S;Tirolo - Tirol;39021101;;;;;SEGGIO;(Tirolo)M.S.Benedetto Seggiovia-(Tirol)Segenbuehl Sessellift;;;;;;1;Tutto;1;;;;;;
2040;2040;Chiesa San Ruprecht - St. Ruprechtskirche;1665233,93;5172841,16;;;X;X;;;;X;BUS;S;Tirolo - Tirol;39021101;;;;;RUPR;(Tirolo) Chiesa San Ruprecht - (Tirol) St. Ruprechtskirche;;;;;;1;Tutto;1;;;;;;
2049;2049;Astoria - Astoria;1665974,72;5170508,39;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;ASTORI;(Merano) Astoria - (Meran) Astoria;;;;;;1;Tutto;1;;;;;;
2050;2050;via Laurin Alta - Obere Laurin Str.;1664238,28;5171973,42;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;LAUALT;(Merano) via Laurin Alta - (Meran) Obere Laurinstr.;;;;;;1;Tutto;1;;;;;;
2075;2075;via Thalguter - Thalguter Str.;1662563,2;5171875,78;;;X;X;;;;X;BUS;S;Lagundo - Algund;39021038;;;;;THALGU;(Lagundo) via P. Thalguter - (Algund) P. Thalguter Str.;;;;;;1;Tutto;1;;;;;;
2264;2264;Rotwand - Rotwand;1680418,19;5146090,7;;;X;X;;X;;X;BUS;S;Laives - Leifers;39021040;;;;;11036;(Laives) Rotwand - (Leifers) Rotwand;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;
248;248;via delle Corse - Rennweg;1665201,59;5170913,68;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;CORSE;(Merano) via delle Corse - (Meran) Rennweg;;;;;;1;Tutto;1;Steher;HINFAHRT;2;0;0;2473
249;249;via Goethe 2 - Goethe Str. 2;1664655,467;5171417,218;;;X;X;;X;;X;BUS;S;Merano - Meran;39021051;;;;;GOET2;(Merano) via Goethe 2 - (Meran) Goethe Str. 2;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;1;2612
3;3;via Goethe 2 - Goethe Str. 2;1664639,734;5171426,66;;;X;X;;X;;X;BUS;S;Merano - Meran;39021051;;;;;GOET2;(Merano) via Goethe 2 - (Meran) Goethe Str. 2;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2576
306;306;via Piave 1 - Piavestr. 1;1665162,43;5170527,11;;;X;X;;X;;X;BUS;S;Merano - Meran;39021051;;;;;PIAVE1;(Merano) via Piave 1 - (Meran) Piavestr. 1;;;;;;1;Tutto;1;Dach neu;HINFAHRT;3;0;1;2391
307;307;via San Giorgio - St. Georgen Str.;1665968,955;5170840,716;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;GIORG;(Merano) via San Giorgio - (Meran) St. Georgen Str.;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2615
308;308;via San Giorgio - St. Georgen Str.;1665971,242;5170850,534;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;GIORG;(Merano) via San Giorgio - (Meran) St. Georgen Str.;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2646
310;310;via passo Giovo - Jaufenstr.;1665812,11;5172678,03;;;X;X;;;;X;BUS;S;Tirolo - Tirol;39021101;;;;;PGIOV;(Tirolo) via passo Giovo - (Tirol) Jaufenstr.;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;501
311;311;via passo Giovo - Jaufenstr.;1665796,11;5172680,03;;;X;X;;;;X;BUS;S;Tirolo - Tirol;39021101;;;;;PGIOV;(Tirolo) via passo Giovo - (Tirol) Jaufenstr.;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;
312;312;Finele - Finele;1665836,11;5173625,03;;;X;X;;X;;X;BUS;S;Tirolo - Tirol;39021101;;;;;38007;(Rifiano) Finele - (Riffian) Finele;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2829
313;313;Finele - Finele;1665855,11;5173659,03;;;X;X;;X;;X;BUS;S;Tirolo - Tirol;39021101;;;;;38008;(Rifiano) Finele - (Riffian) Finele;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2840
314;314;Caines, Kuenserhof - Kuens, Kuenserhof;1666258,11;5173644,03;;;X;X;;;;X;BUS;S;Rifiano - Riffian;39021073;;;;;38006;(Rifiano) Caines, Kuenserhof - (Riffian) Kuens, Kuenserhof;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2830
315;315;Caines, Kuenserhof - Kuens, Kuenserhof;1666243,79;5173645,01;;;X;X;;;;X;BUS;S;Rifiano - Riffian;39021073;;;;;38006;(Rifiano) Caines, Kuenserhof - (Riffian) Kuens, Kuenserhof;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2839
316;316;Rifiano - Riffian;1666734,32;5174431,5;;;X;X;;;;X;BUS;S;Rifiano - Riffian;39021073;;;;;38005;(Rifiano) Paese - (Riffian) Dorf;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2831
317;317;Rifiano - Riffian;1666728,01;5174423,16;;;X;X;;;;X;BUS;S;Rifiano - Riffian;39021073;;;;;38005;(Rifiano) Paese - (Riffian) Dorf;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2838
319;319;Bivio Vernurio - Abzweigung Vernuer;1667227,11;5175376,0;;;X;X;;;;X;BUS;S;Rifiano - Riffian;39021073;;;;;38001;(Rifiano) Bivio Vernurio  - (Riffian) Abzweigung Vernuer;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2832
396;396;via Piave 3 - Piavestr. 3;1665241,22;5169980,68;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;PIAVE3;(Merano) via Piave 3 - (Meran) Piavestr. 3;;;;;;1;Tutto;1;Steher;HINFAHRT;2;0;0;2722
397;397;via Piave 3 - Piavestr. 3;1665213,768;5170076,279;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;PIAVE3;(Merano) via Piave 3 - (Meran) Piavestr. 3;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;1;0;0;41
398;398;Maia Bassa stazione - Untermais Bahnhof;1664450,603;5169299,55;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;MBASSA;(Merano) Maia Bassa Staz. - (Meran) Untermais Bhf;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2767
399;399;Maia Bassa stazione - Untermais Bahnhof;1664436,996;5169278,237;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;MBASSA;(Merano) Maia Bassa Staz. - (Meran) Untermais Bhf;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2775
4;4;via Goethe 4 - Goethe Str. 4;1664109,595;5171618,367;;;X;X;;;;X;BUS;S;Merano - Meran;39021051;;;;;GOET4;(Merano) via Goethe 4 - (Meran) Goethe Str. 4;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2778
400;400;ponte Marlengo - Marlinger Bruecke;1664127,788;5169367,26;;;X;X;;X;;X;BUS;S;Marlengo - Marling;39021048;;;;;P MARL;(Marlengo) Ponte Marlengo - (Marling) Marlinger Br.;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2774
401;401;ponte Marlengo - Marlinger Bruecke;1664138,966;5169404,349;;;X;X;;X;;X;BUS;S;Marlengo - Marling;39021048;;;;;P MARL;(Marlengo) Ponte Marlengo - (Marling) Marlinger Br.;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2501
402;402;Marlengo 1 - Marling 1;1664269,558;5168930,348;;;X;X;;;;X;BUS;S;Marlengo - Marling;39021048;;;;;MARL 1;(Marlengo) Marlengo 1 - (Marling) Marling 1;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;2;0;0;2502
403;403;Marlengo 1 - Marling 1;1664300,606;5168809,173;;;X;X;;;;X;BUS;S;Marlengo - Marling;39021048;;;;;MARL 1;(Marlengo) Marlengo 1 - (Marling) Marling 1;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2773
404;404;Cermes 3 - Tscherms 3;1664221,465;5166569,952;;;X;X;;;;X;BUS;S;Cermes - Tscherms;39021020;;;;;CERME3;(Cermes) Cermes 3 - (Tscherms) Tscherms 3;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;0;2508
405;405;Cermes 3 - Tscherms 3;1664217,985;5166524,312;;;X;X;;;;X;BUS;S;Cermes - Tscherms;39021020;;;;;CERME3;(Cermes) Cermes 3 - (Tscherms) Tscherms 3;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;1;0;0;2572
406;406;Lana Autostazione - Lana Busbahnhof;1664025,245;5165041,592;;;X;X;;X;;X;BUS;S;Lana - Lana;39021041;;;;;ALM;(Lana) Autostazione - (Lana) Autobusbahnhof;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2768
4085;4085;scuole Fermi/Lienz - Schulen Fermi/Lienz;1680445,56;5150843,16;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10180;(Bolzano) Scuole Fermi/Lienz - (Bozen) Schulen Fermi/Lienz;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;
40953;40953;Ponte Adige Staz. 2 -  Sigmundskron Bhf 2;1676408,6;5150621,7;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10114;(Bolzano) Ponte Adige Staz. 2 - (Bozen) Sigmundskron Bhf 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;
4147;4147;Ponte Adige - Sigmundskron;1676543,89;5150558,9;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;;;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;
4220;4220;scuola S.Giacomo - Schule St.Jakob;1679173,96;5147974;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;11035;(Laives) Scuola S. Giacomo - (Leifers) Schulen St. Jakob;;;;;;1;Tutto;1;;;;;;
4242;4242;scuole Rosmini/Stifter - Schulen Rosmini/Stifter;1679464,04;5152563,13;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10181;(Bolzano) Scuole Rosmini/Stifter - Schulen Rosmini/Stifter;;;;;;1;Tutto;1;;;;;;
466;466;Lana Autostazione - Lana Busbahnhof;1664008,304;5164978,967;;;X;X;;X;;X;BUS;S;Lana - Lana;39021041;;;;;ALM_;(Lana) Autostazione - (Lana) Autobusbahnhof;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2512
467;467;Lana Comune - Gemeinde Lana;1664309,446;5164774,807;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;COMUN;(Lana) Comune - (Lana) Gemeinde;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2513
468;468;Chiesa S. Croce - Heilig Kreuz Kirche;1664668,99;5164691,576;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;SCROCE;(Lana) Chiesa S.Croce - (Lana) Heilig Kreuz Kirche;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2514
469;469;Lana Knabenschule - Lana Knabenschule;1664896,841;5164600,238;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;KSCHUL;(Lana) Knabenschule - (Lana) Knabenschule;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2515
470;470;piazza Tribus - Tribusplatz;1665139,1;5164415,04;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;TRIBUS;(Lana) piazzaTribus - (Lana) Tribusplatz;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2856
471;471;Sant'Anna - Sankt Anna;1665405,64;5163862,38;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;SANNA;(Lana) Sant`Anna - (Lana) Sankt Anna;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2524
472;472;via Dogana 1 - Zollstr. 1;1665570,705;5163690,53;;;X;X;;X;;X;BUS;S;Lana - Lana;39021041;;;;;DOGA1;(Lana) via Dogana 1 - (Lana) Zollstr. 1;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2525
473;473;via Dogana 3 - Zollstr. 3;1666042,716;5163986,706;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;DOGA3;(Lana) via Dogana 3 - (Lana) Zollstr. 3;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;0;2527
474;474;Lana Lido - Lana Schwimmbad;1666588,786;5164006,277;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;LIDO;(Lana) Lido - (Lana) Schwimmbad;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2519
475;475;Postal Stazione - Burgstall Bahnhof;1667173,134;5164010,952;;;X;X;;X;;X;BUS;S;Lana - Lana;39021041;;;;;P-STAZ;(Postal) Stazione - (Burgstall) Bahnhof;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2520
476;476;Postal Paese - Burgstall Dorf;1667946,016;5163988,132;;;X;X;;X;;X;BUS;S;Postal - Burgstall;39021066;;;;;POSTAL;(Postal) Paese - (Burgstall) Dorf;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2401
477;477;Postal Fun. Verano - Burgstall Seilb. Voeran;1668447,525;5163184,223;;;X;X;;;;X;BUS;S;Postal - Burgstall;39021066;;;;;POST_F;(Postal) Fun. Verano - (Bugstall) Seilb. Voeran;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2402
478;478;Gargazzone - Gargazon;1668687,038;5161593,619;;;X;X;;X;;X;BUS;S;Gargazzone - Gargazon;39021035;;;;;GARGA;(Gargazzone) Centro - (Gargazon) Zentrum;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2404
479;479;Gargazzone Waldweg - Gargazon Waldweg;1669463,177;5161011,264;;;X;X;;;;X;BUS;S;Gargazzone - Gargazon;39021035;;;;;WALDW;(Gargazzone) Waldweg - (Gargazon) Waldweg;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2405
481;481;Gargazzone Waldweg - Gargazon Waldweg;1669479,417;5161006,679;;;X;X;;;;X;BUS;S;Gargazzone - Gargazon;39021035;;;;;WALDW;(Gargazzone) Waldweg - (Gargazon) Waldweg;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2374
482;482;Gargazzone - Gargazon ;1668707,899;5161575,694;;;X;X;;;;X;BUS;S;Gargazzone - Gargazon;39021035;;;;;GARGA;(Gargazzone) Centro - (Gargazon) Zentrum;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2375
483;483;Postal Fun. Verano - Burgstall Seilb. Voeran;1668470,974;5163047,488;;;X;X;;;;X;BUS;S;Postal - Burgstall;39021066;;;;;POST_F;(Postal) Fun. Verano - (Bugstall) Seilb. Voeran;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2377
484;484;Zona Sportiva - Sportzone;1668440,282;5163396,697;;;X;X;;;;X;BUS;S;Postal - Burgstall;39021066;;;;;Z SPOR;(Postal) Zona Sportiva - (Burgstall) Sportzone;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2378
485;485;Postal Paese - Burgstall Dorf;1667950,576;5164003,433;;;X;X;;;;X;BUS;S;Postal - Burgstall;39021066;;;;;POSTAL;(Postal) Paese - (Burgstall) Dorf;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2379
486;486;Lana Lido - Lana Schwimmbad;1666584,733;5164011,044;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;LIDO;(Lana) Lido - (Lana) Schwimmbad;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2521
487;487;via Bolzano 2 - Boznerstr. 2;1665945,934;5164171,731;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;BZ 2;(Lana) via Bolzano 2 - (Lana) Boznerstr. 2;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;1;0;0;2522
488;488;via Bolzano 1 - Boznerstr. 1;1665601,111;5164357,996;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;BZ 1;(Lana) via Bolzano 1 - (Lana) Boznerstr. 1;;;;;;1;Tutto;1;Dach alt;RUECKFAHRT;1;0;0;2523
489;489;piazza Tribus - Tribusplatz;1665107,831;5164476,432;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;TRIBUS;(Lana) piazzaTribus - (Lana) Tribusplatz;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2537
492;492;via Schnatterbeck 1 - Schnatterbeckstr. 1;1665518,44;5163647,06;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;SCHNA1;(Lana) via Schnatterpeck 1 - (Lana) Schnatterpeck Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2724
493;493;via Schnatterbeck 2 - Schnatterbeckstr. 2;1665637,851;5163209,158;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;SCHNA2;(Lana) via Schnatterpeck 2 - (Lana) Schnatterpeck Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2534
494;494;Lana di sotto - Niederlana;1665730,658;5163003,354;;;X;X;;X;;X;BUS;S;Lana - Lana;39021041;;;;;LSOTTO;(Lana) Lana di Sotto - (Lana) Niederlana;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2535
495;495;via Dogana 3 - Zollstr. 3;1666072,028;5164028,411;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;DOGA3;(Lana) via Dogana 3 - (Lana) Zollstr. 3;;;;;;1;Tutto;1;Dach alt;RUECKFAHRT;1;0;0;2528
496;496;via Dogana 1 - Zollstr. 1;1665618,994;5163729,191;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;DOGA1;(Lana) via Dogana 1 - (Lana) Zollstr. 1;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2530
497;497;via Schnatterbeck 2 - Schnatterbeckstr. 2;1665631,857;5163233,869;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;SCHNA2;(Lana) via Schnatterpeck 2 - (Lana) Schnatterpeck Str. 2;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2536
498;498;via della Chiesa 3 - Kirchweg 3;1665063,48;5163908,2;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;CHIES3;(Lana) via della Chiesa 3 - (Lana) Kirchweg 3;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2844
499;499;via della Chiesa 2 - Kirchweg 2;1664895,11;5164125,0;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;CHIES2;(Lana) via della Chiesa 2 - (Lana) Kirchweg 2;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2845
5;5;via Weingartner 1 - Weingartnerstr. 1;1662713,99;5171740,263;;;X;X;;X;;X;BUS;S;Lagundo - Algund;39021038;;;;;WEING1;(Lagundo) via Weingartner 1 - (Algund) Weingartnerstr. 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2583
500;500;Lana Knabenschule - Lana Knabenschule;1664935,695;5164583,042;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;KSCHUL;(Lana) Knabenschule - (Lana) Knabenschule;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2538
5000;5000;via Milano 4 - Mailand Str. 4;1677955,413;5151112,664;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10156;(Bolzano) via Milano 4 - (Bozen) Mailand Str. 4;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2078
5001;5001;via Gutenberg - Gutenberg Str.;1678125,879;5151276,534;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10007;(Bolzano) via Gutenberg - (Bozen) Gutenberg Str.;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;1;2079
5002;5002;via Gutenberg - Gutenberg Str.;1678125,91;5151300,198;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10007;(Bolzano) via Gutenberg - (Bozen) Gutenberg Str.;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;1;2096
5003;5003;viale Europa 4 - Europa Allee 4;1678291,748;5151399,524;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10008;(Bolzano) via Europa 4 - (Bozen) Europa Allee 4;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;1;2080
5004;5004;viale Europa 4 - Europa Allee 4;1678273,907;5151411,747;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10008;(Bolzano) via Europa 4 - (Bozen) Europa Allee 4;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;1;2095
5005;5005;viale Europa 3 - Europa Allee 3;1678618,095;5151476,909;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10009;(Bolzano) via Europa 3 - (Bozen) Europa Allee 3;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;1;0;2081
5006;5006;viale Europa 3 - Europa Allee 3;1678587,129;5151486,53;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10009;(Bolzano) via Europa 3 - (Bozen) Europa Allee 3;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;2;0;0;2094
5007;5007;viale Europa 2 - Europa Allee 2;1678781,053;5151430,268;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10010;(Bolzano) via Europa 2 - (Bozen) Europa Allee 2;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2082
5008;5008;viale Europa 2 - Europa Allee 2;1678763,142;5151434,093;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10010;(Bolzano) via Europa 2 - (Bozen) Europa Allee 2;;;;;;1;Tutto;1;Dach;HINFAHRT;1;0;0;2093
5009;5009;viale Europa 1 - Europa Allee 1;1678988,811;5151420,678;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10135;(Bolzano) via Europa 1 - (Bozen) Europa Allee 1;;;;;;1;Tutto;1;Dach;HINFAHRT;1;0;0;2279
501;501;Chiesa S. Croce - Heilig Kreuz Kirche;1664582,205;5164743,925;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;SCROCE;(Lana) Chiesa S.Croce - (Lana) Heilig Kreuz Kirche;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;1;0;0;2539
5010;5010;via Palermo 1 - Palermo Str. 1;1679046,392;5151506,173;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10011;(Bolzano) via Palermo 1 - (Bozen) Palermo Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2092
5011;5011;via Palermo 1 - Palermo Str. 1;1679041,383;5151607,7;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10011;(Bolzano) via Palermo 1 - (Bozen) Palermo Str. 1;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2083
5012;5012;via Roen 2 - Roen Str. 2;1679102,843;5151854,382;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10012;(Bolzano) via Roen 2 - (Bozen) Roen Str. 2;;;;;;1;Tutto;1;Dach;RUECKFAHRT;1;0;1;2084
5013;5013;via Roen 2 - Roen Str. 2;1679077,317;5151842,8;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10012;(Bolzano) via Roen 2 - (Bozen) Roen Str. 2;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;1;2091
5014;5014;via Roen 1 - Roen Str. 1;1679289,078;5151990,346;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10013;(Bolzano) via Roen 1 - (Bozen) Roen Str. 1;;;;;;1;Tutto;1;Dach;RUECKFAHRT;1;0;1;2085
5015;5015;via Roen 1 - Roen Str. 1;1679301,653;5152005,172;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10013;(Bolzano) via Roen 1 - (Bozen) Roen Str. 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;1;2090
5017;5017;piazza Tribunale - Gerichtsplatz;1679588,194;5152054,69;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10014;(Bolzano) piazza Tribunale - (Bozen) Gerichtsplatz;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;3;0;0;2057
5018;5018;piazza Tribunale - Gerichtsplatz;1679586,687;5152006,406;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10014;(Bolzano) piazza Tribunale - (Bozen) Gerichtsplatz;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;3;1;0;2070
5019;5019;via Battisti - Battisti Str.;1679644,416;5152336,136;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10119;(Bolzano) via Battisti - (Bozen) Battisti Str.;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2059
502;502;Lana Comune - Gemeinde Lana;1664302,132;5164791,261;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;COMUN;(Lana) Comune - (Lana) Gemeinde;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2540
5020;5020;via Battisti - Battisti Str.;1679587,852;5152343,16;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10119;(Bolzano) via Battisti - (Bozen) Battisti Str.;;;;;;1;Tutto;1;Dach alt;HINFAHRT;4;1;1;2069
5021;5021;piazza Vittoria 1 - Siegesplatz 1;1679958,027;5152318,093;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10110;(Bolzano) piazza Vittoria 1 - (Bozen) Siegespl. 1;;;;;;1;Tutto;1;Steher;RUECKFAHRT;4;0;0;2061
