Numero esterno;Abbreviazione;Denominazione;Coordinata x;Coordinata y;Coordinate-Z;Pensilina autobus;Fermata di salita;Fermata di discesa;Accessibile ai disabili;Punto di cambio;Cambio direzione obbligatorio;Non controllato;Ambito d'esercizio;Gruppo tipol. veicolo;Comune;Codice del comune;Proprietario;Via;Numero civico;Tipologia fermate;Abbreviazione area di fermata;Denominazione area di fermata;Abbreviazione punto di prevendita;Denominazione punto di prevendita;Testo punti di prevendita;Abbreviazione informazioni aggiuntive;Denominazione informazioni aggiuntive;Abbreviazione area tariffaria;Denominazione area tariffaria;Codice tariffario;Tipo Pensilina;Piazzola;Di Servizio;Tipo Palina;fTariffario;fOrario
505;505;Chiesa S. Croce - Heilig Kreuz Kirche;1664639,18;5164743,4;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;KSCHUL;(Lana) Knabenschule - (Lana) Knabenschule;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2848
5050;5050;via C. Augusta 5 - C. Augusta Str. 5;1679598,981;5149894,317;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10025;(Bolzano) via C. Augusta 5 - (Bozen) C. Augusta Str. 5;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;1;0;0;2254
5051;5051;Cimitero 2 - Friedhof 2;1679461,7;5149250,97;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10026;(Bolzano) Cimitero 2 - (Bozen) Friedhof 2;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2232
5052;5052;Cimitero 2 - Friedhof 2;1679472,055;5149204,557;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10026;(Bolzano) Cimitero 2 - (Bozen) Friedhof 2;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;1;2252
5053;5053;via Maso della Pieve 1 - Pfarrhof Str. 1;1679349,66;5148934,497;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10027;(Bolzano) via Maso della Pieve 1 - (Bozen) Pfarrhof Str. 1;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;0;2233
5054;5054;via Maso della Pieve 1 - Pfarrhof Str. 1;1679334,769;5148896,348;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10027;(Bolzano) via Maso della Pieve 1 - (Bozen) Pfarrhof Str. 1;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2250
5055;5055;via S. Giacomo 4 - St. Jakob Str. 4;1679238,796;5147681,789;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11010;(Laives) via S. Giacomo 4 - (Leifers) St. Jakob Str. 4;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2280
5056;5056;via S. Giacomo 4 - St. Jakob Str. 4;1679227,104;5147698,269;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11010;(Laives) via S. Giacomo 4 - (Leifers) St. Jakob Str. 4;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2343
5057;5057;via S. Giacomo 6 - St. Jakob Str. 6;1679486,144;5146589,507;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11011;(Laives) via S. Giacomo 6 - (Leifers) St. Jakob Str. 6;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2283
5058;5058;via S. Giacomo 6 - St. Jakob Str. 6;1679479,621;5146638,469;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11011;(Laives) via S. Giacomo 6 - (Leifers) St. Jakob Str. 6;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;1;2341
5059;5059;Vurza - Wurzer;1679570,901;5146225,939;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11012;(Laives) Vurza - (Leifers) Wurzer;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2284
506;506;via Palade 1- Gampenstr. 1;1664119,841;5164576,413;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;PALA 1;(Lana) vai Palade 1 - (Lana) Gampenstr. 1;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2542
5060;5060;Vurza - Wurzer;1679548,977;5146329,98;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11012;(Laives) Vurza - (Leifers) Wurzer;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;1;2340
5061;5061;Costa - Seit;1679811,728;5145983,693;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11013;(Laives) Costa - (Leifers) Seit;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2339
5062;5062;Laives ZI - Leifers IZ;1679054,688;5142426,441;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11016;(Laives) Laives zI. - (Leifers) IZ.;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;2;0;0;2291
5063;5063;Bronzolo 1 - Branzoll 1;1678972,378;5142222,247;;;X;X;;;;X;BUS;S;Bronzolo - Branzoll;39021012;;;;;13002;(Bronzolo) Bronzolo 1 - (Branzoll) Branzoll 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;2;0;0;2292
5064;5064;Bronzolo 2 - Branzoll 2;1678400,893;5141792,147;;;X;X;;;;X;BUS;S;Bronzolo - Branzoll;39021012;;;;;13001;(Bronzolo) Bronzolo 2 - (Branzoll) Branzoll 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2293
5065;5065;Bronzolo 3 - Branzoll 3;1678265,862;5141478,181;;;X;X;;X;;X;BUS;S;Bronzolo - Branzoll;39021012;;;;;13003;(Bronzolo) Bronzolo 3 - (Branzoll) Branzoll 3;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2295
5066;5066;Bronzolo 4 - Branzoll 4;1678200,159;5141214,12;;;X;X;;;;X;BUS;S;Bronzolo - Branzoll;39021012;;;;;13004;(Bronzolo) Bronzolo 4 - (Branzoll) Branzoll 4;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2296
5067;5067;Laives Staz. - Leifers Bhf.;1678605,798;5145008,854;;;X;X;;X;;X;BUS;S;Laives - Leifers;39021040;;;;;11017;(Laives) Stazione - (Leifers) Bahnhof;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2323
5068;5068;Laives Lido - Leifers Schwimmbad;1678968,43;5144631,55;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11014;(Laives) Lido - (Leifers) Schwimmbad;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2324
5069;5069;Laives Lido - Leifers Schwimmbad;1678955,541;5144659,188;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11014;(Laives) Lido - (Leifers) Schwimmbad;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2335
507;507;via Palade 2 - Gampenstr. 2;1664765,643;5163743,305;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;PALA 2;(Lana) vai Palade 2 - (Lana) Gampenstr. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2543
5070;5070;via Marconi 1 - Marconi Str. 1;1679367,745;5144179,8;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11025;(Laives) via Marconi 1 - (Leifers) Marconi Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2325
5071;5071;via Marconi 2 - Marconi Str. 2;1679179,62;5143872,74;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11026;(Laives) via Marconi 2 - (Leifers) Marconi Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2326
5072;5072;via Diaz - Diaz Str.;1679085,27;5143533,906;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11021;(Laives) via Diaz - (Leifers) Diaz Str.;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2327
5073;5073;via Sauro 1 - Sauro Str. 1;1679330,638;5143554,824;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11031;(Laives) via Sauro 1 - (Leifers) Sauro Str.;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2317
5074;5074;via Sauro 1 - Sauro Str. 1;1679362,12;5143564,314;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11031;(Laives) via Sauro 1 - (Leifers) Sauro Str.;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2304
5075;5075;via Sauro 2 - Sauro Str. 2;1679625,951;5143628,017;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11015;(Laives) via Sauro 2 scuole - (Leifers) Sauro Str. 2 Schulen;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2318
5076;5076;via Sauro 2 - Sauro Str. 2;1679696,574;5143654,825;;;X;X;;X;;X;BUS;S;Laives - Leifers;39021040;;;;;11015;(Laives) via Sauro 2 scuole - (Leifers) Sauro Str. 2 Schulen;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2303
5077;5077;via Pietralba 1 - Weissensteiner Str. 1;1679797,892;5144038,382;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11027;(Laives) via Pietralba 1 - (Leifers) Weissensteiner Str. 1;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2329
5079;5079;via Pietralba 2 - Weissensteiner Str. 2;1679687,207;5144127,682;;;X;X;;X;;X;BUS;S;Laives - Leifers;39021040;;;;;11028;(Laives) via Pietralba 2 - (Leifers) Weissensteiner Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2330
508;508;S. Giorgio - St. Georgen;1665196,67;5162940,5;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;GIORGI;(Lana) S. Giorgio - (Lana) St. Georgen;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2544
5081;5081;via Galizia 1 - Galizien Str. 1;1679821,593;5144361,059;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11022;(Laives) via Galizia 1 - (Leifers) Galizien Str. 1;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2331
5082;5082;via Galizia 2 - Galizien Str. 2;1679862,083;5144536,949;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11023;(Laives) via Galizia 2 - (Leifers) Galizien Str. 2;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2332
5083;5083;via Hofer 1 - Hofer Str. 1;1679670,714;5144453,478;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11024;(Laives) via Hofer 1 - (Leifers) Hofer Str. 1;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2333
5084;5084;via Hofer 2 - Hofer Str. 2;1679428,385;5144351,011;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11020;(Laives) via  Hofer 2 - (Leifers) Hofer Str. 2;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;0;2334
5085;5085;via Pietralba Ipes - Weissensteinerstr. Ipes ;1679982,74;5143890,97;;;X;X;;;;X;BUS;S;Laives - Leifers;39021040;;;;;11029;(Laives)via Pietralba Ipes - (Leifers)Weissensteinerstr Ipes;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2328
509;509;Foiana 1 - Voellan 1;1664548,979;5163441,658;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;FOIAN1;(Lana) Foiana 1 - (Lana) Voellan 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2545
5090;5090;Cardano - Kardaun;1683571,566;5151848,141;;;X;X;;X;;X;BUS;S;Cornedo all`Isarco - Karneid;39021023;;;;;CARDA;(Cornedo) Cardano - (Karneid) Kardaun;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2011
5091;5091;Cardano - Kardaun;1683560,498;5151860,523;;;X;X;;;;X;BUS;S;Cornedo all`Isarco - Karneid;39021023;;;;;CARDA;(Cornedo) Cardano - (Karneid) Kardaun;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2012
5092;5092;via Rencio 4 - Rentschner Str. 4;1682969,499;5151952,569;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10028;(Bolzano) via Rencio 4 - (Bozen) Rentschner Str. 4;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2013
5093;5093;via Rencio 4 - Rentschner Str. 4;1682987,349;5151942,832;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10028;(Bolzano) via Rencio 4 - (Bozen) Rentschner Str. 4;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2067
5094;5094;via Rencio 3 - Rentschner Str. 3;1682615,696;5152066,557;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10029;(Bolzano) via Rencio 3 - (Bozen) Rentschner Str. 3;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2014
5095;5095;via Rencio 3 - Rentschner Str. 3;1682631,192;5152058,804;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10029;(Bolzano) via Rencio 3 - (Bozen) Rentschner Str. 3;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2066
5096;5096;via Rencio 2 - Rentschner Str. 2;1682331,002;5152216,48;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10030;(Bolzano) via Rencio 2 - (Bozen) Rentschner Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2015
5097;5097;via Rencio 2 - Rentschner Str. 2;1682383,037;5152179,832;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10030;(Bolzano) via Rencio 2 - (Bozen) Rentschner Str. 2;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2065
5098;5098;via Rencio 1 - Rentschner Str. 1;1681893,53;5152252,388;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10031;(Bolzano) via Rencio 1 - (Bozen) Rentschner Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2016
5099;5099;via Rencio 1 - Rentschner Str. 1;1681900,192;5152247,353;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10031;(Bolzano) via Rencio 1 - (Bozen) Rentschner Str. 1;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2064
510;510;Foiana 2 - Voellan 2;1664208,673;5162782,478;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;FOIAN2;(Lana) Foiana 2 - (Lana) Voellan 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2546
5100;5100;via Brennero - Brenner Str.;1681459,657;5152471,395;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10032;(Bolzano) via Brennero - (Bozen) Brenner Str.;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2017
5101;5101;via Brennero - Brenner Str.;1681538,475;5152455,764;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10032;(Bolzano) via Brennero - (Bozen) Brenner Str.;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2063
5102;5102;Funivia del Renon - Rittner Seilbahn;1681394,46;5152311,92;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;FRENON;(Bolzano) Funivia del Renon - (Bozen) Rittner Seilbahn;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2782
5103;5103;Funivia del Renon - Rittner Seilbahn;1681359,59;5152279,37;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;FRENON;(Bolzano) Funivia del Renon - (Bozen) Rittner Seilbahn;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;1;0;0;2018
5104;5104;stazione 2 - Bahnhof 2;1681039;5152009;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;STAZ 2;(Bolzano) Stazione 2 - (Bozen) Bahnhof 2;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;1;0;2043
5106;5106;stazione 3 - Bahnhof 3;1680902,12;5151997,754;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;STAZ 3;(Bolzano) Stazione 3 - (Bozen) Bahnhof 3;;;;;;1;Tutto;1;Dach neu;HINFAHRT;4;1;0;2019
5107;5107;stazione 3 - Bahnhof 3;1680919,316;5151988,927;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;STAZ 3;(Bolzano) Stazione 3 - (Bozen) Bahnhof 3;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;2;0;0;2226
5108;5108;via Diaz 1 - Diaz Str. 1;1679997,901;5152393,386;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10035;(Bolzano) via Diaz 1 - (Bozen) Diaz Str. 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;1;0;2024
5109;5109;via Diaz 1 - Diaz Str. 1;1679953,171;5152454,881;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10035;(Bolzano) via Diaz 1 - (Bozen) Diaz Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2038
511;511;Foiana 4 - Voellan 4;1664551,317;5162111,814;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;FOIAN4;(Lana) Foiana 4 - (Lana) Voellan 4;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2548
5110;5110;via Cadorna 3 - Cadorna Str. 3;1680068,754;5152813,985;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10036;(Bolzano) via Cadorna 3 - (Bozen) Cadorna Str. 3;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2025
5111;5111;via Cadorna 3 - Cadorna Str. 3;1680065,078;5152816,474;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10036;(Bolzano) via Cadorna 3 - (Bozen) Cadorna Str. 3;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2203
5112;5112;via Cadorna 2 - Cadorna Str. 2;1680111,955;5153084,208;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10037;(Bolzano) via Cadorna 2 - (Bozen) Cadorna Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2026
5113;5113;via Cadorna 2 - Cadorna Str. 2;1680104,79;5153115,842;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10037;(Bolzano) via Cadorna 2 - (Bozen) Cadorna Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2202
5114;5114;via Cadorna 1 - Cadorna Str. 1;1680096,849;5153268,991;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10177;(Bolzano) via Cadorna 1 - (Bozen) Cadorna Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2027
5115;5115;via Fago 1 - Fagen Str. 1;1679950,594;5153248,375;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10136;(Bolzano) via Fago 1 - (Bozen) Fagen Str. 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2028
5116;5116;via Fago 2 - Fagen Str. 2;1679646,156;5153133,79;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10137;(Bolzano) via Fago 2 - (Bozen) Fagen Str. 2;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2034
5117;5117;via Fago 3 - Fagen Str. 3;1679475,033;5153033,265;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10138;(Bolzano) via Fago 3 - (Bozen) Fagen Str. 3;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2035
5118;5118;v.le Principe Eugenio - Prinz Eugen A.;1679623,203;5152796,471;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10175;(Bolzano) viale Principe Eugenio - (Bozen) Prinz Eugen Allee;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2036
5119;5119;via Diaz 2 - Diaz Str. 2;1679794,467;5152618,278;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10133;(Bolzano) via Diaz 2 - (Bozen) Diaz Str. 2;;;;;;1;Tutto;1;Schutzdach alt;RUECKFAHRT;1;0;0;2037
512;512;Foiana Paese - Voellan Dorf;1664507,686;5161796,332;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;FOIANA;(Lana) Foiana Paese - (Lana) Voellan Dorf;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2549
5120;5120;piazza Dogana - Zollstange;1681176,37;5152355,668;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10107;(Bolzano) piazza Dogana - (Bozen) Zollstange;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2781
5122;5122;via De Lai - De Lai Str.;1681081,15;5152252,64;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10132;(Bolzano) via De Lai - (Bozen) De Lai Str.;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2195
5124;5124;via Perathoner - Perathoner Str.;1680809,8;5151991,8;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;PERATH;(Bolzano) via Perathoner - (Bozen) Perathoner Str.;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2177
5125;5125;via Perathoner - Perathoner Str.;1680822,55;5151985,38;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;PERATH;(Bolzano) via Perathoner - (Bozen) Perathoner Str.;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2156
5126;5126;via Trento 1 - Trienter Str. 1;1680558,053;5151532,684;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10039;(Bolzano) via Trento 1 - (Bozen) Trienter Str. 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2153
5127;5127;via Trento 1 - Trienter Str. 1;1680485,713;5151475,477;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10039;(Bolzano) via Trento 1 - (Bozen) Trienter Str. 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2178
5128;5128;via Trento 2 - Trienter Str. 2;1680162,308;5151194,252;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10040;(Bolzano) via Trento 2 - (Bozen) Trienter Str. 2;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2179
5129;5129;via Trento 2 - Trienter Str. 2;1680159,031;5151183,908;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10040;(Bolzano) via Trento 2 - (Bozen) Trienter Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2153
513;513;Foiana Chiesa - Voellan Kirche;1664379,433;5161919,553;;;X;X;;X;;X;BUS;S;Lana - Lana;39021041;;;;;CHIESA;(Lana) Foiana Chiesa - (Lana) Voellan Kirche;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2550
5130;5130;via C. Augusta 2 - C. Augusta Str. 2;1680022,851;5150726,52;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10041;(Bolzano) via C. Augusta 2 - (Bozen) C. Augusta Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2161
5131;5131;via C. Augusta 2 - C. Augusta Str. 2;1680018,555;5150732,749;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10041;(Bolzano) via C. Augusta 2 - (Bozen) C. Augusta Str. 2;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2173
5132;5132;via C. Augusta 1 - C. Augusta Str. 1;1680089,196;5150916,709;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10042;(Bolzano) via C. Augusta 1 - (Bozen) C. Augusta Str. 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;1;2162
5133;5133;via C. Augusta 1 - C. Augusta Str. 1;1680067,87;5150883,135;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10042;(Bolzano) via C. Augusta 1 - (Bozen) C. Augusta Str. 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2172
5134;5134;via S. Geltrude 1 - St. Gertraudweg 1;1680215,578;5150897,417;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10043;(Bolzano) via S. Geltrude 1 - (Bozen) St. Gertraudweg 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2163
5135;5135;via S. Geltrude 1 - St. Gertraudweg 1;1680201,491;5150915,999;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10043;(Bolzano) via S. Geltrude 1 - (Bozen) St. Gertraudweg 1;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;1;0;0;2152
5136;5136;via S. Vigilio 1 - St. Vigil Str. 1;1680281,601;5150776,72;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10168;(Bolzano) via S. Vigilio 1 - (Bozen) St. Vigil Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2164
5137;5137;via S. Vigilio 2 - St. Vigil Str. 2;1680190,008;5150512,443;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10169;(Bolzano) via S. Vigilio 2 - (Bozen) St. Vigil Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2155
5138;5138;via C. Weinegg 1 - Weinegg Str. 1;1680200,264;5150329,653;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10123;(Bolzano) via  Weinegg 1 - (Bozen) Weinegg Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2166
5139;5139;via C. Weinegg 4 - Weinegg Str. 4;1680357,84;5150326,32;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10125;(Bolzano) via Weinegg 4 - (Bozen) Weinegg Str. 4;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2170
514;514;Foiana Paese - Voellan Dorf;1664511,06;5161796,076;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;FOIANA;(Lana) Foiana Paese - (Lana) Voellan Dorf;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2551
5140;5140;via C. Weinegg 2 - Weinegg Str. 2;1680121,525;5150228,711;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10089;(Bolzano) via Weinegg 2 - (Bozen) Weinegg Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2169
5141;5141;via C. Weinegg 3 - Weinegg Str. 3;1679930,743;5150126,738;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10124;(Bolzano) via Weinegg 3 - (Bozen) Weinegg Str. 3;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2168
5142;5142;via S. Geltrude 2 - St. Gertraudweg 2;1680366,522;5150801,04;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10167;(Bolzano) via S. Geltrude 2 - (Bozen) St. Gertraudweg 2;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;0;2151
